customer_id,age,gender,income_bracket,education,location_type,region,customer_tenure_months,total_purchases,total_spent,avg_order_value,last_purchase_days_ago,preferred_channel,loyalty_tier,campaign_type,campaign_category,discount_offered,campaign_day_of_week,campaign_hour,personalization_level,email_open_rate,click_through_rate,previous_campaign_responses,unsubscribe_count,complaint_count,product_category,price_sensitivity,brand_loyalty_score,tech_adoption,days_since_last_campaign,responded
CUST_00000039,45,Male,<$30k,Bachelor,Suburban,Midwest,15,13,10562.98,754.5,58,Email,Bronze,Direct Mail,Discount,20,Weekend,Night,Advanced,37.2,11.9,1,0,0,Home,Low,5,Mainstream,42,No
CUST_00000040,32,Female,$30k-$60k,Bachelor,Suburban,Southeast,5,15,509.99,31.87,6,Mail,Bronze,Email,Referral,20,Monday,Afternoon,Basic,22.1,6.3,3,0,0,Electronics,Low,10,Late Adopter,5,No
CUST_00000041,56,Male,<$30k,High School,Urban,West,104,8,1521.1,169.01,59,Email,Silver,Email,New Product,0,Friday,Evening,Advanced,25.4,9.1,4,0,0,Sports,Low,3,Mainstream,81,No
CUST_00000042,43,Male,$100k+,Graduate,Suburban,Northeast,22,8,9107.9,1011.99,15,SMS,Bronze,Social Media,Referral,15,Wednesday,Afternoon,Basic,35.1,9.8,2,0,0,Home,Medium,5,Mainstream,7,No
CUST_00000043,34,Male,$100k+,High School,Suburban,West,51,11,644.24,,88,Email,Platinum,SMS,Loyalty Reward,25,Weekend,Afternoon,Basic,,17,6,0,0,Sports,High,4,Early Adopter,39,Yes
CUST_00000044,33,Female,$100k+,Bachelor,Urban,Southeast,17,9,2233.39,223.34,27,Phone,Platinum,Email,Seasonal,10,Tuesday,Morning,None,59.5,22.1,2,0,0,Home,Medium,6,Mainstream,3,Yes
CUST_00000045,46,Male,$60k-$100k,High School,Urban,Midwest,16,9,3904.18,390.42,89,SMS,Silver,Direct Mail,Discount,20,Weekend,Night,Basic,50.7,15.8,7,0,0,Fashion,Low,7,Late Adopter,21,No
CUST_00000046,42,Male,<$30k,Bachelor,Suburban,Midwest,59,9,947.85,94.78,33,Email,Gold,Direct Mail,Discount,50,Wednesday,Night,Basic,59.3,10.7,6,0,0,Fashion,Medium,4,Mainstream,68,Yes
CUST_00000047,68,Female,$30k-$60k,Bachelor,Suburban,Northeast,29,15,3531.77,220.74,53,Phone,Silver,Email,Discount,10,Friday,Afternoon,Advanced,38.5,5.7,2,0,0,Beauty,Medium,7,Mainstream,19,Yes
CUST_00000048,52,Female,$60k-$100k,Bachelor,Suburban,Midwest,3,11,678.17,56.51,6,Email,Bronze,Direct Mail,New Product,30,Wednesday,Afternoon,Basic,52.3,17.4,5,0,0,Sports,Low,6,Mainstream,5,No
CUST_00000049,37,Male,$30k-$60k,Bachelor,Suburban,Northeast,34,13,3382.83,241.63,54,Email,Bronze,Phone,New Product,20,Tuesday,Evening,None,56.4,12.6,2,0,0,Fashion,Medium,6,Late Adopter,20,Yes
CUST_00000050,33,Male,$30k-$60k,High School,Suburban,Midwest,21,12,5977.52,459.81,50,Email,Silver,SMS,Loyalty Reward,25,Wednesday,Afternoon,None,19.1,3.9,0,0,0,Fashion,High,7,Mainstream,26,No
CUST_00000051,56,Male,<$30k,Bachelor,Suburban,Midwest,48,16,1362.82,80.17,52,SMS,Silver,Email,Discount,50,Wednesday,Afternoon,None,34.5,11.6,5,0,0,Home,High,6,Late Adopter,49,Yes
CUST_00000052,43,Female,$60k-$100k,Graduate,Rural,Northeast,4,15,1649.93,103.12,10,Email,Gold,SMS,Discount,30,Weekend,Evening,Advanced,47.7,7.5,1,1,0,Beauty,High,6,Late Adopter,1,Yes
CUST_00000053,35,Female,$100k+,Bachelor,Rural,Northeast,14,7,1416.78,177.1,66,Email,Bronze,Email,Loyalty Reward,15,Weekend,Evening,Basic,33,7,4,2,0,Home,Low,7,Late Adopter,73,No
CUST_00000054,21,Female,<$30k,Bachelor,Suburban,Midwest,60,16,2356.84,138.64,8,Phone,Gold,Social Media,New Product,20,Tuesday,Night,None,63.5,14.9,0,1,0,Food,Medium,6,Mainstream,20,Yes
CUST_00000055,51,Male,$30k-$60k,Bachelor,Suburban,Northeast,18,13,280.7,20.05,154,Email,Gold,SMS,Seasonal,20,Thursday,Morning,Advanced,51.5,16.3,0,0,0,Food,Medium,4,Early Adopter,28,Yes
CUST_00000056,39,Female,<$30k,Bachelor,Suburban,Midwest,1,8,4123.94,458.22,135,Mail,Gold,Email,Referral,10,Wednesday,Afternoon,None,17.3,6.8,5,0,1,Electronics,Low,4,Mainstream,1,Yes
CUST_00000057,18,Female,$60k-$100k,Graduate,Rural,Northeast,57,7,904.94,113.12,141,Email,Gold,SMS,Discount,20,Monday,Evening,None,37.6,13.2,1,1,0,Electronics,High,9,Late Adopter,5,Yes
CUST_00000058,49,Male,$100k+,Bachelor,Urban,Northeast,15,9,1618.21,161.82,47,Email,Silver,Email,Discount,15,Tuesday,Afternoon,None,47.6,,4,0,0,Fashion,Medium,6,Mainstream,4,Yes
CUST_00000059,43,Male,$100k+,High School,Rural,Midwest,84,15,1582.51,98.91,10,SMS,Bronze,Phone,Discount,15,Thursday,Night,Basic,41.2,6,2,0,0,Home,Low,3,Early Adopter,55,Yes
CUST_00000060,38,Female,$60k-$100k,High School,Suburban,Midwest,49,13,3657.26,261.23,76,Email,Gold,SMS,Discount,15,Thursday,Evening,Advanced,33.9,9.2,4,0,0,Electronics,High,6,Early Adopter,29,Yes
CUST_00000061,22,Male,$60k-$100k,Bachelor,Suburban,West,59,11,270.37,22.53,173,Email,Platinum,Social Media,Loyalty Reward,0,Friday,Morning,Advanced,48.7,19.4,7,2,0,Home,Low,9,Early Adopter,15,Yes
CUST_00000062,26,Male,$30k-$60k,Graduate,Urban,Southeast,15,6,4801.84,685.98,15,Email,Silver,Direct Mail,New Product,30,Weekend,Morning,Basic,22.3,4.5,3,0,0,Home,Low,7,Mainstream,1,Yes
CUST_00000063,47,Female,$60k-$100k,High School,Suburban,Northeast,10,14,6960.78,464.05,47,Phone,Bronze,Direct Mail,New Product,10,Thursday,Afternoon,Advanced,22.8,3.2,5,0,0,Fashion,Medium,6,Mainstream,75,Yes
CUST_00000064,36,Female,$100k+,Bachelor,Suburban,Midwest,23,13,2125.01,151.79,43,Phone,Silver,Social Media,New Product,15,Thursday,Evening,Advanced,23.3,5.6,2,0,0,Fashion,Low,5,Mainstream,65,Yes
CUST_00000065,33,Male,<$30k,High School,Rural,Southeast,93,8,1776.61,197.4,101,Email,Silver,Phone,Discount,0,Tuesday,Morning,Basic,25.1,,4,1,0,Beauty,Medium,10,Early Adopter,18,No
CUST_00000066,47,Male,$30k-$60k,High School,Rural,Midwest,78,14,2296.59,153.11,1,Email,Bronze,Email,Discount,15,Friday,Afternoon,None,23.2,6.7,3,0,0,Home,Medium,4,Mainstream,20,No
CUST_00000067,29,Male,$60k-$100k,Graduate,Rural,Southeast,30,11,1331.84,110.99,115,SMS,Silver,Social Media,New Product,15,Thursday,Evening,Basic,55.4,6.4,4,0,0,Home,High,7,Late Adopter,38,No
CUST_00000068,27,Male,$60k-$100k,High School,Suburban,Midwest,68,19,1709.16,85.46,3,SMS,Gold,Direct Mail,Discount,10,Friday,Evening,Basic,17.3,5.2,6,0,0,Beauty,High,4,Mainstream,17,Yes
CUST_00000069,52,Male,$30k-$60k,High School,Suburban,Midwest,61,6,2813.59,401.94,107,SMS,Bronze,Email,Discount,10,Weekend,Evening,None,31.8,3.8,4,0,0,Home,Medium,5,Early Adopter,61,No
CUST_00000070,37,Female,$60k-$100k,High School,Urban,Southeast,25,14,6177.07,411.8,3,Email,Gold,Email,Seasonal,30,Wednesday,Afternoon,Basic,57.4,9.5,4,0,0,Beauty,Medium,3,Mainstream,9,No
CUST_00000071,36,Female,$30k-$60k,Graduate,Urban,West,10,12,1456.24,112.02,50,Email,Bronze,Direct Mail,New Product,25,Thursday,Evening,None,53.8,14.6,4,1,0,Beauty,Low,6,Mainstream,1,No
CUST_00000072,39,Female,$60k-$100k,Graduate,Urban,Midwest,146,13,1899.65,135.69,18,SMS,Gold,Phone,Discount,0,Monday,Evening,Advanced,19.4,,2,0,0,Fashion,Low,9,Mainstream,21,Yes
CUST_00000073,53,Male,$30k-$60k,Bachelor,Urban,Northeast,22,16,1668.22,98.13,57,Email,Silver,Direct Mail,Loyalty Reward,20,Friday,Evening,Advanced,44.4,14.4,0,0,0,Home,Medium,8,Mainstream,51,No
CUST_00000074,42,Female,<$30k,Bachelor,Suburban,Northeast,26,7,554.44,69.31,20,Email,Silver,Email,Discount,20,Tuesday,Morning,Basic,49.4,7.4,3,0,0,Fashion,High,9,Mainstream,12,Yes
CUST_00000075,59,Male,<$30k,High School,Suburban,Southeast,6,8,562.69,62.52,8,SMS,Bronze,Social Media,Seasonal,10,Monday,Night,Basic,56.1,11.3,3,1,0,Fashion,High,5,Early Adopter,6,Yes
CUST_00000076,32,Female,$100k+,Bachelor,Urban,Northeast,1,10,1888.66,171.7,10,SMS,Bronze,SMS,New Product,0,Weekend,Evening,Basic,6.2,,5,0,1,Electronics,High,4,Mainstream,26,No
CUST_00000077,35,Female,$30k-$60k,High School,Suburban,Northeast,22,20,1012.49,48.21,22,Email,Bronze,Phone,Seasonal,0,Wednesday,Afternoon,None,41.6,6.7,4,0,0,Home,High,6,Early Adopter,67,Yes
CUST_00000078,23,Female,$60k-$100k,Bachelor,Suburban,Southwest,18,7,5380.29,672.54,29,Phone,Silver,Phone,Discount,25,Thursday,Morning,None,55.5,21.2,3,0,0,Electronics,Low,5,Mainstream,27,Yes
CUST_00000079,18,Female,$100k+,Bachelor,Suburban,Northeast,25,14,4412.23,294.15,20,Email,Platinum,Phone,Loyalty Reward,0,Thursday,Evening,Advanced,12.3,4.8,1,0,0,Fashion,High,7,Mainstream,21,Yes
CUST_00000080,26,Male,$60k-$100k,High School,Suburban,Southeast,66,11,6307.41,525.62,6,Mail,Bronze,SMS,Seasonal,20,Friday,Night,Advanced,55.9,21.5,0,1,0,Home,Low,3,Mainstream,20,Yes
CUST_00000081,26,Female,$60k-$100k,Graduate,Urban,Midwest,23,13,1168.35,83.45,27,Email,Bronze,Email,Seasonal,20,Tuesday,Afternoon,None,52.2,17.7,3,0,0,Electronics,High,6,Mainstream,71,Yes
CUST_00000082,45,Male,$100k+,High School,Urban,Northeast,26,14,1602.79,106.85,119,SMS,Bronze,SMS,Seasonal,10,Weekend,Morning,None,50.7,9.8,1,0,0,Beauty,Medium,6,Mainstream,61,No
CUST_00000083,54,Male,$100k+,High School,Urban,West,25,9,143.52,14.35,106,SMS,Gold,Direct Mail,Seasonal,20,Tuesday,Afternoon,Basic,,7,3,1,0,Electronics,Low,9,Mainstream,85,No
CUST_00000084,74,Female,<$30k,Bachelor,Suburban,Southwest,51,11,584.84,48.74,57,Mail,Silver,Email,Discount,20,Wednesday,Afternoon,Basic,48.6,13.3,1,0,0,Sports,High,6,Early Adopter,8,Yes
CUST_00000085,51,Female,$100k+,Bachelor,Rural,Northeast,20,10,1863.76,,2,Phone,Bronze,Social Media,Seasonal,0,Monday,Afternoon,Basic,60,15.5,0,1,0,Electronics,Low,9,Early Adopter,12,No
CUST_00000086,44,Female,$30k-$60k,Bachelor,Urban,Southwest,1,10,4539.48,412.68,88,Phone,Gold,Email,Loyalty Reward,10,Tuesday,Evening,Basic,,18.3,1,1,0,Fashion,High,5,Mainstream,19,Yes
CUST_00000087,39,Female,$100k+,High School,Urban,Northeast,1,4,1182.58,236.52,44,SMS,Silver,Direct Mail,Discount,20,Tuesday,Evening,Basic,47.4,12.4,3,0,0,Electronics,Low,6,Early Adopter,51,Yes
CUST_00000088,41,Female,$60k-$100k,Bachelor,Suburban,Northeast,1,16,3083.38,181.38,83,Mail,Bronze,Email,Seasonal,30,Weekend,Morning,Basic,63.7,8,1,0,0,Food,Medium,4,Late Adopter,2,No
CUST_00000089,37,Male,<$30k,Bachelor,Urban,Southwest,12,9,5133,513.3,29,Email,Bronze,Email,Discount,20,Friday,Evening,Basic,49,13.1,4,0,0,Electronics,Medium,8,Early Adopter,38,Yes
CUST_00000090,60,Female,$60k-$100k,Bachelor,Suburban,Midwest,17,6,9960.08,1422.87,28,Email,Gold,Email,Seasonal,15,Friday,Afternoon,None,15.3,3.9,5,1,0,Electronics,Medium,8,Mainstream,40,Yes
CUST_00000091,28,Female,$100k+,High School,Rural,Southwest,5,14,6779.03,451.94,59,Email,Silver,Social Media,New Product,0,Wednesday,Afternoon,Advanced,53.6,18.2,2,1,0,Beauty,Medium,4,Mainstream,9,No
CUST_00000092,35,Female,$60k-$100k,Graduate,Suburban,Midwest,17,8,161.38,17.93,5,Phone,Gold,Social Media,Discount,20,Monday,Afternoon,Basic,27.5,8.5,3,1,1,Fashion,Medium,7,Late Adopter,6,Yes
CUST_00000093,33,Female,$60k-$100k,Graduate,Urban,West,41,15,3822.2,238.89,12,Email,Silver,SMS,Loyalty Reward,30,Friday,Afternoon,Basic,32.5,12.2,5,0,0,Food,Medium,6,Late Adopter,5,Yes
CUST_00000094,47,Male,$100k+,Bachelor,Urban,Southeast,26,12,2900.48,223.11,10,SMS,Silver,Email,New Product,25,Friday,Evening,Advanced,36.1,9.8,6,0,0,Beauty,High,8,Mainstream,1,Yes
CUST_00000095,18,Male,$100k+,High School,Suburban,Southeast,38,10,13175.91,1197.81,27,Email,Bronze,Email,Seasonal,0,Tuesday,Night,Advanced,13.2,2.7,3,2,0,Fashion,Medium,4,Mainstream,30,Yes
CUST_00000096,51,Female,$100k+,Bachelor,Urban,Midwest,57,13,1485.22,106.09,7,Email,Silver,Email,Discount,10,Wednesday,Afternoon,Basic,32,10,1,0,0,Sports,Medium,7,Mainstream,20,Yes
CUST_00000097,51,Male,$60k-$100k,High School,Rural,Midwest,14,6,1460.5,208.64,15,SMS,Bronze,SMS,Discount,10,Thursday,Night,Basic,48.6,8.5,5,0,0,Fashion,High,5,Early Adopter,27,No
CUST_00000098,39,Female,$60k-$100k,High School,Urban,Northeast,18,15,4430.94,276.93,40,SMS,Silver,Email,Discount,20,Thursday,Evening,Basic,24.5,7.4,5,0,0,Sports,Medium,7,Mainstream,51,No
CUST_00000099,41,Male,$60k-$100k,Graduate,Urban,Midwest,23,8,1577.52,175.28,49,Email,Gold,SMS,New Product,15,Thursday,Morning,None,48.6,5.7,3,0,0,Electronics,Low,9,Mainstream,43,Yes
CUST_00000100,53,Female,$30k-$60k,High School,Urban,Northeast,4,12,4561.57,350.89,23,Email,Silver,Email,Seasonal,0,Weekend,Afternoon,Basic,23.7,7.4,7,1,0,Home,Medium,7,Early Adopter,15,No
CUST_00000101,53,Male,$30k-$60k,High School,Suburban,West,28,10,2766.28,251.48,62,Mail,Bronze,Email,Seasonal,20,Monday,Night,None,34.4,10.7,2,0,0,Fashion,Medium,3,Mainstream,42,No
CUST_00000102,51,Male,$60k-$100k,Bachelor,Suburban,Midwest,126,14,5089.23,339.28,17,Mail,Gold,SMS,Loyalty Reward,15,Weekend,Afternoon,None,16.5,2.6,2,0,0,Fashion,Medium,3,Mainstream,97,Yes
CUST_00000103,32,Female,$60k-$100k,High School,Suburban,Midwest,36,11,1048.55,87.38,55,Email,Silver,Email,Seasonal,0,Wednesday,Evening,Basic,40.6,13.3,2,0,0,Electronics,Low,4,Mainstream,28,Yes
CUST_00000104,45,Male,<$30k,High School,Rural,West,9,8,1020.93,113.44,53,Email,Gold,Email,Loyalty Reward,0,Tuesday,Morning,Basic,52.5,20.5,4,1,1,Fashion,Medium,6,Late Adopter,1,No
CUST_00000105,44,Female,$60k-$100k,Bachelor,Suburban,Southwest,30,9,373.73,37.37,45,SMS,Silver,Social Media,Seasonal,15,Friday,Evening,None,65.5,18.5,5,0,0,Electronics,Low,6,Late Adopter,78,No
CUST_00000106,44,Male,$30k-$60k,Bachelor,Urban,West,23,10,2061.31,187.39,14,Email,Silver,Phone,Seasonal,0,Monday,Evening,Advanced,46.7,5.1,3,0,0,Fashion,Low,7,Mainstream,25,No
CUST_00000107,47,Male,<$30k,High School,Rural,Midwest,2,12,2059.51,158.42,27,Email,Gold,Email,Discount,15,Monday,Evening,None,56.8,11.1,2,0,0,Electronics,Low,10,Early Adopter,19,No
CUST_00000108,52,Female,$100k+,Graduate,Suburban,Southeast,21,15,5704.17,356.51,56,SMS,Gold,Email,Discount,20,Thursday,Evening,Basic,43.3,8.5,6,0,0,Fashion,Medium,7,Mainstream,19,Yes
CUST_00000109,52,Female,<$30k,Bachelor,Urban,Midwest,30,17,2387.15,132.62,31,Email,Silver,Direct Mail,New Product,15,Friday,Afternoon,None,53.8,12.8,1,0,0,Electronics,Medium,8,Late Adopter,11,No
CUST_00000110,47,Female,$60k-$100k,High School,Suburban,Midwest,16,7,4422.53,552.82,232,SMS,Gold,Direct Mail,Discount,10,Tuesday,Morning,Basic,29.7,6.8,3,0,0,Sports,Low,6,Mainstream,9,No
CUST_00000111,57,Female,$60k-$100k,High School,Urban,Southeast,13,14,335.29,22.35,4,Email,Bronze,SMS,New Product,0,Friday,Afternoon,Basic,66.2,10.3,2,0,0,Beauty,Low,6,Late Adopter,21,No
CUST_00000112,18,Female,<$30k,Bachelor,Urban,Southeast,11,12,1023.59,78.74,4,Phone,Bronze,Phone,Seasonal,20,Weekend,Morning,None,,8.5,3,0,0,Home,Low,6,Mainstream,139,Yes
CUST_00000113,35,Female,$100k+,Bachelor,Urban,Southwest,15,6,2820.01,402.86,83,Email,Silver,Social Media,Loyalty Reward,50,Wednesday,Evening,None,46.4,18,1,0,0,Home,High,8,Mainstream,7,Yes
CUST_00000114,64,Male,<$30k,Bachelor,Suburban,Southwest,21,13,812.04,58,96,SMS,Bronze,Social Media,New Product,15,Wednesday,Morning,Basic,37.7,,4,1,0,Home,Low,3,Mainstream,22,No
CUST_00000115,27,Female,$30k-$60k,Graduate,Rural,West,39,10,3206.92,291.54,70,Phone,Bronze,Email,New Product,25,Friday,Evening,Advanced,37.9,11.6,2,0,0,Beauty,Low,4,Mainstream,13,Yes
CUST_00000116,30,Female,<$30k,Graduate,Urban,West,156,14,1776.83,118.46,102,SMS,Silver,SMS,Referral,0,Tuesday,Morning,None,,8.9,3,1,0,Home,High,7,Mainstream,10,No
CUST_00000117,42,Female,<$30k,High School,Urban,Northeast,151,14,193.37,12.89,10,Phone,Bronze,Email,New Product,15,Monday,Evening,Advanced,12.1,3.8,3,0,0,Electronics,Medium,6,Mainstream,58,No
CUST_00000118,39,Male,$100k+,High School,Urban,Midwest,20,12,1563.63,120.28,96,Email,Gold,Email,Seasonal,50,Monday,Evening,Basic,38.4,9.1,3,1,0,Home,High,8,Mainstream,14,No
